Build ID,Test Method,Flaky or Not,Detection Method,Traceback Cover,Number of Smells,Flaky Frequency,Size,Path
689693109,test_attr_validation,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689693109,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,0,0.33,25,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689693109,test_phrase_matcher_basic_check,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689693109,test_component_decorator_assigns,Non-Flaky,Multi-Factor,F,0,0.25,36,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_analysis_validate_attrs_valid,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_analysis_validate_attrs_invalid,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_analysis_validate_attrs_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.25,15,spaCy/spacy/tests/pipeline/test_analysis.py
689693109,test_kb_invalid_entities,Flaky,Multi-Factor,F,0,0.29,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_probabilities,Flaky,Multi-Factor,F,0,0.29,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_combination,Flaky,Multi-Factor,F,0,0.29,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_kb_invalid_entity_vector,Flaky,Multi-Factor,F,0,0.25,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_append_alias,Non-Flaky,Multi-Factor,F,0,0.25,20,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_append_invalid_alias,Flaky,Multi-Factor,F,0,0.25,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689693109,test_entity_ruler_validate,Flaky,Multi-Factor,F,0,0.25,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689693109,test_add_pipe_duplicate_name,Flaky,Multi-Factor,F,0,0.25,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_cant_add_pipe_first_and_last,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_get_pipe,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_replace_pipe,Non-Flaky,Multi-Factor,F,0,0.25,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_rename_pipe,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.25,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_raise_for_invalid_components,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689693109,test_label_types,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/pipeline/test_tagger.py
689693109,test_issue242,Flaky,Multi-Factor,F,0,0.38,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689693109,test_issue588,Flaky,Multi-Factor,F,0,0.25,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689693109,test_issue1375,Non-Flaky,Multi-Factor,F,0,0.33,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
689693109,test_issue1727,Non-Flaky,Multi-Factor,F,0,0.44,14,spaCy/spacy/tests/regression/test_issue1501-2000.py
689693109,test_issue1915,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689693109,test_issue2564,Flaky,Multi-Factor,F,0,0.44,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689693109,test_issue2833,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689693109,test_issue3410,Flaky,Multi-Factor,F,0,0.33,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689693109,test_issue3456,Flaky,Multi-Factor,F,0,0.43,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689693109,test_issue3880,Non-Flaky,Multi-Factor,F,0,0.43,14,spaCy/spacy/tests/regression/test_issue3880.py
689693109,test_issue4348,Flaky,Multi-Factor,F,1,0.43,12,spaCy/spacy/tests/regression/test_issue4348.py
689693109,test_issue4674,Flaky,Multi-Factor,F,0,0.25,22,spaCy/spacy/tests/regression/test_issue4674.py
689693109,test_issue4725,Non-Flaky,Multi-Factor,F,0,0.25,14,spaCy/spacy/tests/regression/test_issue4725.py
689693109,test_issue4849,Non-Flaky,Multi-Factor,F,0,0.25,24,spaCy/spacy/tests/regression/test_issue4849.py
689693109,test_issue4903,Flaky,Multi-Factor,F,0,0.25,10,spaCy/spacy/tests/regression/test_issue4903.py
689693109,test_issue5152,Non-Flaky,Multi-Factor,F,0,0.25,13,spaCy/spacy/tests/regression/test_issue5152.py
689693109,test_serialize_doc_exclude,Flaky,Multi-Factor,F,0,0.25,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689693109,test_serialize_language_exclude,Non-Flaky,Multi-Factor,F,0,0.43,13,spaCy/spacy/tests/serialize/test_serialize_language.py
689693109,test_serialize_pipe_exclude,Non-Flaky,Multi-Factor,F,0,0.40,21,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
689693109,test_pickle_vocab,Flaky,Multi-Factor,F,0,0.50,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689693109,test_tokenizer_explain,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/tokenizer/test_explain.py
689693109,test_lookups_api,Non-Flaky,Multi-Factor,F,0,0.29,25,spaCy/spacy/tests/vocab_vectors/test_lookups.py
689693109,test_vectors_similarity_TD,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689693109,test_vectors_similarity_TS,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689693109,test_stringstore_retrieve_id,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689693109,test_vectors_most_similar,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vectors_span_span_similarity,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vectors_span_doc_similarity,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vocab_add_vector,Flaky,Multi-Factor,F,0,0.25,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689693109,test_vectors_serialize,Non-Flaky,Multi-Factor,F,0,0.25,25,spaCy/spacy/tests/vocab_vectors/test_vectors.py
669573184,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0.43,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
669378055,test_en_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0.20,2,spaCy/spacy/tests/lang/en/test_exceptions.py
669378055,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0.33,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
669374581,test_en_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0.25,2,spaCy/spacy/tests/lang/en/test_exceptions.py
669374581,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0.40,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
657679925,test_issue1963,Non-Flaky,Traceback Coverage,T,0,0.25,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
657516389,test_issue5082,Non-Flaky,Traceback Coverage,T,0,0.25,32,spaCy/spacy/tests/regression/test_issue5082.py
657508869,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0.14,14,spaCy/spacy/tests/regression/test_issue4725.py
657469238,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0.17,14,spaCy/spacy/tests/regression/test_issue4725.py
657467270,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0.20,14,spaCy/spacy/tests/regression/test_issue4725.py
657424384,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0.25,14,spaCy/spacy/tests/regression/test_issue4725.py
655367251,test_da_tokenizer_slash,Flaky,Traceback Coverage,F,0,0.25,2,spaCy/spacy/tests/lang/da/test_exceptions.py
654091283,test_build_dependencies,Flaky,Traceback Coverage,F,0,0.25,0,spaCy/spacy/tests/test_requirements.py
654088673,test_build_dependencies,Flaky,Traceback Coverage,F,0,0.29,0,spaCy/spacy/tests/test_requirements.py
653106197,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0.28,20,spaCy/spacy/tests/test_displacy.py
653094942,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0.29,20,spaCy/spacy/tests/test_displacy.py
653038327,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0.31,20,spaCy/spacy/tests/test_displacy.py
653035742,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0.33,20,spaCy/spacy/tests/test_displacy.py
652532368,test_build_dependencies,Flaky,Traceback Coverage,F,0,0.17,0,spaCy/spacy/tests/test_requirements.py
652509302,test_build_dependencies,Flaky,Traceback Coverage,F,0,0.20,0,spaCy/spacy/tests/test_requirements.py
652505111,test_build_dependencies,Flaky,Traceback Coverage,F,0,0.25,0,spaCy/spacy/tests/test_requirements.py
651505159,test_serialize_custom_tokenizer,Non-Flaky,Traceback Coverage,T,0,0.30,11,spaCy/spacy/tests/serialize/test_serialize_tokenizer.py
649395680,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0.14,10,spaCy/spacy/tests/regression/test_issue4903.py
649394741,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0.17,10,spaCy/spacy/tests/regression/test_issue4903.py
649393385,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0.20,10,spaCy/spacy/tests/regression/test_issue4903.py
649391334,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0.25,10,spaCy/spacy/tests/regression/test_issue4903.py
649367688,test_language_pipe,Non-Flaky,Traceback Coverage,T,0,0.38,5,spaCy/spacy/tests/test_language.py
644680464,test_displacy_parse_ents,Flaky,Traceback Coverage,F,0,0.33,7,spaCy/spacy/tests/test_displacy.py
640705786,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0.17,10,spaCy/spacy/tests/regression/test_issue3526.py
640705224,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0.20,10,spaCy/spacy/tests/regression/test_issue3526.py
640704664,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0.25,10,spaCy/spacy/tests/regression/test_issue3526.py
639327342,test_evaluate,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/regression/test_issue4924.py
639324400,test_evaluate,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/regression/test_issue4924.py
635829523,test_entity_ruler_properties,Non-Flaky,Traceback Coverage,T,0,0.25,3,spaCy/spacy/tests/pipeline/test_entity_ruler.py
628155414,test_language_evaluate,Non-Flaky,Multi-Factor,F,0,0.33,15,spaCy/spacy/tests/test_language.py
628155414,test_evaluate_no_pipe,Flaky,Multi-Factor,F,0,0.20,9,spaCy/spacy/tests/test_language.py
628155414,test_las_per_type,Non-Flaky,Multi-Factor,F,0,0.20,41,spaCy/spacy/tests/test_scorer.py
628155414,test_ner_per_type,Non-Flaky,Multi-Factor,F,0,0.33,46,spaCy/spacy/tests/test_scorer.py
628155414,test_en_customized_tokenizer_handles_rules_property,Non-Flaky,Multi-Factor,F,0,0.20,26,spaCy/spacy/tests/lang/en/test_customized_tokenizer.py
628153079,test_language_evaluate,Non-Flaky,Traceback Coverage,T,0,0.40,15,spaCy/spacy/tests/test_language.py
628153079,test_evaluate_no_pipe,Non-Flaky,Traceback Coverage,T,0,0.25,9,spaCy/spacy/tests/test_language.py
628153079,test_las_per_type,Non-Flaky,Traceback Coverage,T,0,0.25,41,spaCy/spacy/tests/test_scorer.py
628153079,test_ner_per_type,Non-Flaky,Traceback Coverage,T,0,0.40,46,spaCy/spacy/tests/test_scorer.py
628153079,test_en_customized_tokenizer_handles_rules_property,Non-Flaky,Traceback Coverage,T,0,0.25,26,spaCy/spacy/tests/lang/en/test_customized_tokenizer.py
616256746,test_ignore_misaligned,Flaky,Traceback Coverage,F,0,0.40,25,spaCy/spacy/tests/test_gold.py
614426783,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.29,21,spaCy/spacy/tests/regression/test_issue4651.py
614426783,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.29,21,spaCy/spacy/tests/regression/test_issue4651.py
613948126,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.17,21,spaCy/spacy/tests/regression/test_issue4651.py
613948126,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.17,21,spaCy/spacy/tests/regression/test_issue4651.py
613946846,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.20,21,spaCy/spacy/tests/regression/test_issue4651.py
613946846,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.20,21,spaCy/spacy/tests/regression/test_issue4651.py
613940358,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.25,21,spaCy/spacy/tests/regression/test_issue4651.py
613940358,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0.25,21,spaCy/spacy/tests/regression/test_issue4651.py
612033600,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.18,3,spaCy/spacy/tests/lang/lb/test_text.py
612028918,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.20,3,spaCy/spacy/tests/lang/lb/test_text.py
612010003,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.22,3,spaCy/spacy/tests/lang/lb/test_text.py
611996922,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.25,3,spaCy/spacy/tests/lang/lb/test_text.py
611961648,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.29,3,spaCy/spacy/tests/lang/lb/test_text.py
611344784,test_ignore_misaligned,Non-Flaky,Traceback Coverage,T,0,0.25,25,spaCy/spacy/tests/test_gold.py
607242743,test_get_architecture,Non-Flaky,Traceback Coverage,T,0,0.29,4,spaCy/spacy/tests/test_architectures.py
607240131,test_get_architecture,Non-Flaky,Multi-Factor,T,0,0.33,4,spaCy/spacy/tests/test_architectures.py
607136899,test_language_update,Non-Flaky,Traceback Coverage,T,0,0.33,20,spaCy/spacy/tests/test_language.py
607132636,test_language_update,Non-Flaky,Traceback Coverage,T,0,0.40,20,spaCy/spacy/tests/test_language.py
605654697,test_language_update,Non-Flaky,Traceback Coverage,T,0,0.25,20,spaCy/spacy/tests/test_language.py
605654697,test_language_evaluate,Non-Flaky,Traceback Coverage,T,0,0.25,15,spaCy/spacy/tests/test_language.py
605654697,test_language_pipe,Non-Flaky,Traceback Coverage,T,0,0.29,5,spaCy/spacy/tests/test_language.py
605654697,test_ner_per_type,Non-Flaky,Traceback Coverage,T,0,0.25,46,spaCy/spacy/tests/test_scorer.py
605654697,test_add_label,Non-Flaky,Traceback Coverage,T,1,0.27,14,spaCy/spacy/tests/parser/test_add_label.py
605654697,test_preserving_links_asdoc,Non-Flaky,Traceback Coverage,T,0,0.57,34,spaCy/spacy/tests/pipeline/test_entity_linker.py
605654697,test_sentencizer,Non-Flaky,Traceback Coverage,T,0,0.25,7,spaCy/spacy/tests/pipeline/test_sentencizer.py
605654697,test_sentencizer_complex,Non-Flaky,Traceback Coverage,T,0,0.25,6,spaCy/spacy/tests/pipeline/test_sentencizer.py
605654697,test_sentencizer_custom_punct,Non-Flaky,Traceback Coverage,T,0,0.25,6,spaCy/spacy/tests/pipeline/test_sentencizer.py
605654697,test_sentencizer_across_scripts,Non-Flaky,Traceback Coverage,T,0,0.40,5,spaCy/spacy/tests/pipeline/test_sentencizer.py
605654697,test_issue2564,Non-Flaky,Traceback Coverage,T,0,0.38,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
605654697,test_issue2800,Non-Flaky,Traceback Coverage,T,2,0.21,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
605654697,test_issue3456,Non-Flaky,Traceback Coverage,T,0,0.33,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
605654697,test_issue3468,Non-Flaky,Traceback Coverage,T,0,0.33,13,spaCy/spacy/tests/regression/test_issue3001-3500.py
605654697,test_issue3880,Non-Flaky,Traceback Coverage,T,0,0.33,14,spaCy/spacy/tests/regression/test_issue3880.py
605654697,test_issue4030,Non-Flaky,Traceback Coverage,T,1,0.38,39,spaCy/spacy/tests/regression/test_issue4030.py
605654697,test_multiple_predictions,Non-Flaky,Traceback Coverage,T,0,0.40,3,spaCy/spacy/tests/regression/test_issue4278.py
605654697,test_issue4348,Non-Flaky,Traceback Coverage,T,1,0.33,11,spaCy/spacy/tests/regression/test_issue4348.py
605654697,test_issue4402,Flaky,Traceback Coverage,F,0,0.29,80,spaCy/spacy/tests/regression/test_issue4402.py
605500452,test_tok2vec_batch_sizes,Non-Flaky,Traceback Coverage,T,0,0.20,6,spaCy/spacy/tests/test_tok2vec.py
605500452,test_tok2vec_configs,Non-Flaky,Traceback Coverage,T,0,0.20,6,spaCy/spacy/tests/test_tok2vec.py
605499678,test_tok2vec_batch_sizes,Flaky,Multi-Factor,T,0,0.25,6,spaCy/spacy/tests/test_tok2vec.py
605499678,test_tok2vec_configs,Flaky,Multi-Factor,T,0,0.25,6,spaCy/spacy/tests/test_tok2vec.py
603638267,test_align,Non-Flaky,Traceback Coverage,T,0,0.20,5,spaCy/spacy/tests/test_gold.py
603638220,test_align,Flaky,Multi-Factor,T,0,0.25,5,spaCy/spacy/tests/test_gold.py
603455234,test_gold_misaligned,Non-Flaky,Traceback Coverage,T,0,0.20,2,spaCy/spacy/tests/regression/test_issue4529.py
603453987,test_gold_misaligned,Non-Flaky,Traceback Coverage,T,0,0.25,2,spaCy/spacy/tests/regression/test_issue4529.py
602731422,test_roundtrip_docs_to_json,Non-Flaky,Traceback Coverage,T,1,0.25,68,spaCy/spacy/tests/test_gold.py
602731422,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0.17,81,spaCy/spacy/tests/regression/test_issue4402.py
602717192,test_roundtrip_docs_to_json,Non-Flaky,Traceback Coverage,T,1,0.29,68,spaCy/spacy/tests/test_gold.py
602717192,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0.20,81,spaCy/spacy/tests/regression/test_issue4402.py
602705887,test_roundtrip_docs_to_json,Flaky,Traceback Coverage,F,1,0.33,68,spaCy/spacy/tests/test_gold.py
602705887,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0.25,81,spaCy/spacy/tests/regression/test_issue4402.py
602351439,test_component_decorator_function,Non-Flaky,Traceback Coverage,T,0,0.14,8,spaCy/spacy/tests/pipeline/test_analysis.py
602351439,test_component_decorator_class,Non-Flaky,Traceback Coverage,T,0,0.14,25,spaCy/spacy/tests/pipeline/test_analysis.py
602351439,test_component_decorator_assigns,Non-Flaky,Traceback Coverage,T,0,0.14,36,spaCy/spacy/tests/pipeline/test_analysis.py
602351439,test_component_factories_from_nlp,Non-Flaky,Traceback Coverage,T,0,0.14,16,spaCy/spacy/tests/pipeline/test_analysis.py
602351398,test_component_decorator_function,Non-Flaky,Multi-Factor,T,0,0.17,8,spaCy/spacy/tests/pipeline/test_analysis.py
602351398,test_component_decorator_class,Non-Flaky,Multi-Factor,T,0,0.17,25,spaCy/spacy/tests/pipeline/test_analysis.py
602351398,test_component_decorator_assigns,Non-Flaky,Multi-Factor,T,0,0.17,36,spaCy/spacy/tests/pipeline/test_analysis.py
602351398,test_component_factories_from_nlp,Non-Flaky,Multi-Factor,T,0,0.17,16,spaCy/spacy/tests/pipeline/test_analysis.py
602349387,test_component_decorator_function,Non-Flaky,Traceback Coverage,T,0,0.20,8,spaCy/spacy/tests/pipeline/test_analysis.py
602349387,test_component_decorator_class,Non-Flaky,Traceback Coverage,T,0,0.20,25,spaCy/spacy/tests/pipeline/test_analysis.py
602349387,test_component_decorator_assigns,Non-Flaky,Traceback Coverage,T,0,0.20,36,spaCy/spacy/tests/pipeline/test_analysis.py
602349387,test_component_factories_from_nlp,Non-Flaky,Traceback Coverage,T,0,0.20,16,spaCy/spacy/tests/pipeline/test_analysis.py
602333332,test_component_decorator_function,Flaky,Multi-Factor,U,0,0.25,8,spaCy/spacy/tests/pipeline/test_analysis.py
602333332,test_component_decorator_class,Non-Flaky,Multi-Factor,U,0,0.25,25,spaCy/spacy/tests/pipeline/test_analysis.py
602333332,test_component_decorator_assigns,Non-Flaky,Multi-Factor,U,0,0.25,36,spaCy/spacy/tests/pipeline/test_analysis.py
602333332,test_component_factories_from_nlp,Non-Flaky,Multi-Factor,U,0,0.25,16,spaCy/spacy/tests/pipeline/test_analysis.py
601376990,test_vocab_prune_vectors,Flaky,Traceback Coverage,F,0,0.38,16,spaCy/spacy/tests/vocab_vectors/test_vectors.py
601375205,test_vocab_prune_vectors,Non-Flaky,Multi-Factor,F,0,0.43,16,spaCy/spacy/tests/vocab_vectors/test_vectors.py
596530486,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0.17,2,spaCy/spacy/tests/lang/lb/test_exceptions.py
596530486,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0.17,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596530486,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0.17,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596530486,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0.17,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596530486,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0.17,7,spaCy/spacy/tests/lang/lb/test_text.py
596530486,test_lb_tokenizer_handles_examples,Non-Flaky,Traceback Coverage,T,0,0.17,2,spaCy/spacy/tests/lang/lb/test_text.py
596528045,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0.20,2,spaCy/spacy/tests/lang/lb/test_exceptions.py
596528045,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0.20,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596528045,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0.20,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596528045,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0.20,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596528045,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0.20,7,spaCy/spacy/tests/lang/lb/test_text.py
596528045,test_lb_tokenizer_handles_long_words,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/lang/lb/test_text.py
596528045,test_lb_tokenizer_handles_examples,Flaky,Traceback Coverage,F,0,0.20,2,spaCy/spacy/tests/lang/lb/test_text.py
596521424,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0.25,2,spaCy/spacy/tests/lang/lb/test_exceptions.py
596521424,test_lb_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0.25,0,spaCy/spacy/tests/lang/lb/test_exceptions.py
596521424,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0.25,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596521424,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0.25,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596521424,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0.25,2,spaCy/spacy/tests/lang/lb/test_prefix_suffix_infix.py
596521424,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0.25,7,spaCy/spacy/tests/lang/lb/test_text.py
596521424,test_lb_tokenizer_handles_long_words,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/lang/lb/test_text.py
596521424,test_lb_tokenizer_handles_examples,Flaky,Traceback Coverage,F,0,0.25,2,spaCy/spacy/tests/lang/lb/test_text.py
594858430,test_get_architecture,Non-Flaky,Traceback Coverage,T,0,0.20,4,spaCy/spacy/tests/test_register_architecture.py
594855566,test_get_architecture,Non-Flaky,Multi-Factor,T,0,0.25,4,spaCy/spacy/tests/test_register_architecture.py
594548163,test_pretrain_make_docs,Flaky,Traceback Coverage,F,0,0.40,31,spaCy/spacy/tests/test_cli.py
594548163,test_displacy_rtl,Flaky,Traceback Coverage,F,0,0.25,16,spaCy/spacy/tests/test_displacy.py
594548163,test_roundtrip_docs_to_json,Flaky,Traceback Coverage,F,1,0.25,68,spaCy/spacy/tests/test_gold.py
594548163,test_lemmatizer_reflects_lookups_changes,Flaky,Traceback Coverage,F,0,0.25,23,spaCy/spacy/tests/test_lemmatizer.py
594548163,test_tagger_warns_no_lemma_lookups,Flaky,Traceback Coverage,F,0,0.25,13,spaCy/spacy/tests/test_lemmatizer.py
594548163,test_empty_doc,Flaky,Traceback Coverage,F,0,0.25,2,spaCy/spacy/tests/doc/test_creation.py
594548163,test_single_word,Flaky,Traceback Coverage,F,0,0.25,4,spaCy/spacy/tests/doc/test_creation.py
594548163,test_lookup_lemmatization,Flaky,Traceback Coverage,F,0,0.25,5,spaCy/spacy/tests/doc/test_creation.py
594548163,test_doc_api_has_vector,Flaky,Traceback Coverage,F,0,0.25,5,spaCy/spacy/tests/doc/test_doc_api.py
594548163,test_doc_api_similarity_match,Flaky,Traceback Coverage,F,0,0.25,7,spaCy/spacy/tests/doc/test_doc_api.py
594548163,test_pickle_single_doc,Flaky,Traceback Coverage,F,0,0.25,5,spaCy/spacy/tests/doc/test_pickle_doc.py
594548163,test_list_of_docs_pickles_efficiently,Flaky,Traceback Coverage,F,1,0.25,11,spaCy/spacy/tests/doc/test_pickle_doc.py
594548163,test_user_data_from_disk,Flaky,Traceback Coverage,F,0,0.25,6,spaCy/spacy/tests/doc/test_pickle_doc.py
594548163,test_user_data_unpickles,Flaky,Traceback Coverage,F,0,0.25,6,spaCy/spacy/tests/doc/test_pickle_doc.py
594548163,test_hooks_unpickle,Flaky,Traceback Coverage,F,0,0.25,8,spaCy/spacy/tests/doc/test_pickle_doc.py
594548163,test_doc_retokenize_spans_entity_split_iob,Flaky,Traceback Coverage,F,0,0.25,12,spaCy/spacy/tests/doc/test_retokenize_split.py
594548163,test_span_similarity_match,Flaky,Traceback Coverage,F,0,0.25,7,spaCy/spacy/tests/doc/test_span.py
594548163,test_doc_token_api_vectors,Flaky,Traceback Coverage,F,0,0.25,13,spaCy/spacy/tests/doc/test_token_api.py
594548163,test_set_pos,Flaky,Traceback Coverage,F,0,0.25,5,spaCy/spacy/tests/doc/test_token_api.py
594548163,test_token0_has_sent_start_true,Flaky,Traceback Coverage,F,0,0.25,4,spaCy/spacy/tests/doc/test_token_api.py
594548163,test_lang_initialize,Flaky,Traceback Coverage,F,0,0.50,6,spaCy/spacy/tests/lang/test_initialize.py
