Build ID,Test Method,Flaky or Not,Detection Method,Traceback Cover,Number of Smells,Flaky Frequency,Size,Path
689693109,test_language_update,Non-Flaky,Multi-Factor,F,1,0,0.43,20
689693109,test_language_pipe,Flaky,Multi-Factor,F,1,0,0.44,5
689693109,test_tagger_warns_no_lemma_lookups,Non-Flaky,Multi-Factor,F,1,0,0.33,13
689693109,test_roc_auc_score,Non-Flaky,Multi-Factor,F,1,0,0.25,58
689693109,test_add_overlapping_entities,Flaky,Multi-Factor,F,1,0,0.25,7
689693109,test_doc_from_array_heads_in_bounds,Non-Flaky,Multi-Factor,F,1,0,0.25,21
689693109,test_create_from_words_and_text,Non-Flaky,Multi-Factor,F,1,0,0.25,38
689693109,test_doc_api_getitem,Non-Flaky,Multi-Factor,F,1,0,0.25,66
689693109,test_doc_api_similarity_match,Flaky,Multi-Factor,F,1,0,0.33,7
689693109,test_doc_from_array_sent_starts,Non-Flaky,Multi-Factor,F,1,0,0.25,29
689693109,test_doc_retokenize_spans_merge_non_disjoint,Flaky,Multi-Factor,F,1,0,0.25,12
689693109,test_doc_retokenize_merge_extension_attrs_invalid,Flaky,Multi-Factor,F,1,0,0.25,7
689693109,test_doc_retokenize_split_heads_error,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_doc_retokenize_split_orths_mismatch,Flaky,Multi-Factor,F,1,0,0.25,10
689693109,test_doc_retokenize_split_extension_attrs_invalid,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_span_similarity_match,Flaky,Multi-Factor,F,1,0,0.33,7
689693109,test_span_label_readonly,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_span_kb_id_readonly,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_doc_to_json_underscore_error_attr,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_doc_to_json_underscore_error_serialize,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_doc_token_api_head_setter,Non-Flaky,Multi-Factor,F,1,0,0.25,44
689693109,test_underscore_raises_for_dup,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_underscore_raises_for_invalid,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_lang_initialize,Flaky,Multi-Factor,F,1,0,0.50,6
689693109,test_noun_chunks_is_parsed_de,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_el,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_es,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_fa,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_fr,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_id,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_nb,Flaky,Multi-Factor,F,1,0,0.25,9
689693109,test_noun_chunks_is_parsed_sv,Non-Flaky,Multi-Factor,F,1,0,0.25,32
689693109,test_matcher_basic_check,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,1,0,0.33,25
689693109,test_matcher_valid_callback,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_matcher_remove,Non-Flaky,Multi-Factor,F,1,0,0.25,18
689693109,test_minimal_pattern_validation,Flaky,Multi-Factor,F,1,0,0.25,6
689693109,test_phrase_matcher_validation,Non-Flaky,Multi-Factor,F,1,0,0.33,17
689693109,test_attr_validation,Flaky,Multi-Factor,F,1,0,0.25,2
689693109,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,1,0,0.33,25
689693109,test_phrase_matcher_basic_check,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_component_decorator_assigns,Non-Flaky,Multi-Factor,F,1,0,0.25,36
689693109,test_analysis_validate_attrs_valid,Flaky,Multi-Factor,F,1,0,0.25,6
689693109,test_analysis_validate_attrs_invalid,Flaky,Multi-Factor,F,1,0,0.25,2
689693109,test_analysis_validate_attrs_remove_pipe,Non-Flaky,Multi-Factor,F,1,0,0.25,15
689693109,test_kb_invalid_entities,Flaky,Multi-Factor,F,1,0,0.29,11
689693109,test_kb_invalid_probabilities,Flaky,Multi-Factor,F,1,0,0.29,9
689693109,test_kb_invalid_combination,Flaky,Multi-Factor,F,1,0,0.29,11
689693109,test_kb_invalid_entity_vector,Flaky,Multi-Factor,F,1,0,0.25,7
689693109,test_append_alias,Non-Flaky,Multi-Factor,F,1,0,0.25,20
689693109,test_append_invalid_alias,Flaky,Multi-Factor,F,1,0,0.25,12
689693109,test_entity_ruler_validate,Flaky,Multi-Factor,F,1,0,0.25,12
689693109,test_add_pipe_duplicate_name,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_cant_add_pipe_first_and_last,Flaky,Multi-Factor,F,1,0,0.25,2
689693109,test_get_pipe,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_replace_pipe,Non-Flaky,Multi-Factor,F,1,0,0.25,8
689693109,test_rename_pipe,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_remove_pipe,Non-Flaky,Multi-Factor,F,1,0,0.25,8
689693109,test_raise_for_invalid_components,Flaky,Multi-Factor,F,1,0,0.25,2
689693109,test_label_types,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_issue242,Flaky,Multi-Factor,F,1,0,0.38,19
689693109,test_issue588,Flaky,Multi-Factor,F,1,0,0.25,3
689693109,test_issue1375,Non-Flaky,Multi-Factor,F,1,0,0.33,8
689693109,test_issue1727,Non-Flaky,Multi-Factor,F,1,0,0.44,14
689693109,test_issue1915,Flaky,Multi-Factor,F,1,0,0.25,6
689693109,test_issue2564,Flaky,Multi-Factor,F,1,0,0.44,11
689693109,test_issue2833,Flaky,Multi-Factor,F,1,0,0.25,6
689693109,test_issue3410,Flaky,Multi-Factor,F,1,0,0.33,12
689693109,test_issue3456,Flaky,Multi-Factor,F,1,0,0.43,5
689693109,test_issue3880,Non-Flaky,Multi-Factor,F,1,0,0.43,14
689693109,test_issue4348,Flaky,Multi-Factor,F,1,1,0.43,12
689693109,test_issue4674,Flaky,Multi-Factor,F,1,0,0.25,22
689693109,test_issue4725,Non-Flaky,Multi-Factor,F,1,0,0.25,14
689693109,test_issue4849,Non-Flaky,Multi-Factor,F,1,0,0.25,24
689693109,test_issue4903,Flaky,Multi-Factor,F,1,0,0.25,10
689693109,test_issue5152,Non-Flaky,Multi-Factor,F,1,0,0.25,13
689693109,test_serialize_doc_exclude,Flaky,Multi-Factor,F,1,0,0.25,12
689693109,test_serialize_language_exclude,Non-Flaky,Multi-Factor,F,1,0,0.43,13
689693109,test_serialize_pipe_exclude,Non-Flaky,Multi-Factor,F,1,0,0.40,21
689693109,test_pickle_vocab,Flaky,Multi-Factor,F,1,0,0.50,5
689693109,test_tokenizer_explain,Flaky,Multi-Factor,F,1,0,0.25,6
689693109,test_lookups_api,Non-Flaky,Multi-Factor,F,1,0,0.29,25
689693109,test_vectors_similarity_TD,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_vectors_similarity_TS,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_stringstore_retrieve_id,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_vectors_most_similar,Flaky,Multi-Factor,F,1,0,0.25,5
689693109,test_vectors_span_span_similarity,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_vectors_span_doc_similarity,Flaky,Multi-Factor,F,1,0,0.25,4
689693109,test_vocab_add_vector,Flaky,Multi-Factor,F,1,0,0.25,12
689693109,test_vectors_serialize,Non-Flaky,Multi-Factor,F,1,0,0.25,25
669573184,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0,0.43,5
669378055,test_en_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0,0.20,2
669378055,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0,0.33,5
669374581,test_en_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0,0.25,2
669374581,test_pickle_vocab,Flaky,Traceback Coverage,F,0,0,0.40,5
657679925,test_issue1963,Non-Flaky,Traceback Coverage,T,0,0,0.25,7
657516389,test_issue5082,Non-Flaky,Traceback Coverage,T,0,0,0.25,32
657508869,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0,0.14,14
657469238,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0,0.17,14
657467270,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0,0.20,14
657424384,test_issue4725,Non-Flaky,Traceback Coverage,T,0,0,0.25,14
655367251,test_da_tokenizer_slash,Flaky,Traceback Coverage,F,0,0,0.25,2
654091283,test_build_dependencies,Flaky,Traceback Coverage,F,0,0,0.25,0
654088673,test_build_dependencies,Flaky,Traceback Coverage,F,0,0,0.29,0
653106197,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0,0.28,20
653094942,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0,0.29,20
653038327,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0,0.31,20
653035742,test_displacy_parse_deps,Non-Flaky,Traceback Coverage,T,0,0,0.33,20
652532368,test_build_dependencies,Flaky,Traceback Coverage,F,0,0,0.17,0
652509302,test_build_dependencies,Flaky,Traceback Coverage,F,0,0,0.20,0
652505111,test_build_dependencies,Flaky,Traceback Coverage,F,0,0,0.25,0
651505159,test_serialize_custom_tokenizer,Non-Flaky,Traceback Coverage,T,0,0,0.30,11
649395680,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0,0.14,10
649394741,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0,0.17,10
649393385,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0,0.20,10
649391334,test_issue4903,Non-Flaky,Traceback Coverage,T,0,0,0.25,10
649367688,test_language_pipe,Non-Flaky,Traceback Coverage,T,0,0,0.38,5
644680464,test_displacy_parse_ents,Flaky,Traceback Coverage,F,0,0,0.33,7
640705786,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0,0.17,10
640705224,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0,0.20,10
640704664,test_entity_ruler_from_disk_old_format_safe,Flaky,Traceback Coverage,F,0,0,0.25,10
639327342,test_evaluate,Non-Flaky,Traceback Coverage,T,0,0,0.20,0
639324400,test_evaluate,Non-Flaky,Traceback Coverage,T,0,0,0.25,0
635829523,test_entity_ruler_properties,Non-Flaky,Traceback Coverage,T,0,0,0.25,3
628155414,test_language_evaluate,Non-Flaky,Multi-Factor,F,1,0,0.33,15
628155414,test_evaluate_no_pipe,Flaky,Multi-Factor,F,1,0,0.20,9
628155414,test_las_per_type,Non-Flaky,Multi-Factor,F,1,0,0.20,41
628155414,test_ner_per_type,Non-Flaky,Multi-Factor,F,1,0,0.33,46
628155414,test_en_customized_tokenizer_handles_rules_property,Non-Flaky,Multi-Factor,F,1,0,0.20,26
628153079,test_language_evaluate,Non-Flaky,Traceback Coverage,T,0,0,0.40,15
628153079,test_evaluate_no_pipe,Non-Flaky,Traceback Coverage,T,0,0,0.25,9
628153079,test_las_per_type,Non-Flaky,Traceback Coverage,T,0,0,0.25,41
628153079,test_ner_per_type,Non-Flaky,Traceback Coverage,T,0,0,0.40,46
628153079,test_en_customized_tokenizer_handles_rules_property,Non-Flaky,Traceback Coverage,T,0,0,0.25,26
616256746,test_ignore_misaligned,Flaky,Traceback Coverage,F,0,0,0.40,25
614426783,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.29,21
614426783,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.29,21
613948126,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.17,21
613948126,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.17,21
613946846,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.20,21
613946846,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.20,21
613940358,test_issue4651_with_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.25,21
613940358,test_issue4651_without_phrase_matcher_attr,Non-Flaky,Traceback Coverage,T,0,0,0.25,21
612033600,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0,0.18,3
612028918,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0,0.20,3
612010003,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0,0.22,3
611996922,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0,0.25,3
611961648,test_lb_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0,0.29,3
611344784,test_ignore_misaligned,Non-Flaky,Traceback Coverage,T,0,0,0.25,25
607242743,test_get_architecture,Non-Flaky,Traceback Coverage,T,0,0,0.29,4
607240131,test_get_architecture,Non-Flaky,Multi-Factor,T,2,0,0.33,4
607136899,test_language_update,Non-Flaky,Traceback Coverage,T,0,0,0.33,20
607132636,test_language_update,Non-Flaky,Traceback Coverage,T,0,0,0.40,20
605654697,test_language_update,Non-Flaky,Traceback Coverage,T,0,0,0.25,20
605654697,test_language_evaluate,Non-Flaky,Traceback Coverage,T,0,0,0.25,15
605654697,test_language_pipe,Non-Flaky,Traceback Coverage,T,0,0,0.29,5
605654697,test_ner_per_type,Non-Flaky,Traceback Coverage,T,0,0,0.25,46
605654697,test_add_label,Non-Flaky,Traceback Coverage,T,0,1,0.27,14
605654697,test_preserving_links_asdoc,Non-Flaky,Traceback Coverage,T,0,0,0.57,34
605654697,test_sentencizer,Non-Flaky,Traceback Coverage,T,0,0,0.25,7
605654697,test_sentencizer_complex,Non-Flaky,Traceback Coverage,T,0,0,0.25,6
605654697,test_sentencizer_custom_punct,Non-Flaky,Traceback Coverage,T,0,0,0.25,6
605654697,test_sentencizer_across_scripts,Non-Flaky,Traceback Coverage,T,0,0,0.40,5
605654697,test_issue2564,Non-Flaky,Traceback Coverage,T,0,0,0.38,11
605654697,test_issue2800,Non-Flaky,Traceback Coverage,T,0,2,0.21,17
605654697,test_issue3456,Non-Flaky,Traceback Coverage,T,0,0,0.33,5
605654697,test_issue3468,Non-Flaky,Traceback Coverage,T,0,0,0.33,13
605654697,test_issue3880,Non-Flaky,Traceback Coverage,T,0,0,0.33,14
605654697,test_issue4030,Non-Flaky,Traceback Coverage,T,0,1,0.38,39
605654697,test_multiple_predictions,Non-Flaky,Traceback Coverage,T,0,0,0.40,3
605654697,test_issue4348,Non-Flaky,Traceback Coverage,T,0,1,0.33,11
605654697,test_issue4402,Flaky,Traceback Coverage,F,0,0,0.29,80
605500452,test_tok2vec_batch_sizes,Non-Flaky,Traceback Coverage,T,0,0,0.20,6
605500452,test_tok2vec_configs,Non-Flaky,Traceback Coverage,T,0,0,0.20,6
605499678,test_tok2vec_batch_sizes,Flaky,Multi-Factor,T,2,0,0.25,6
605499678,test_tok2vec_configs,Flaky,Multi-Factor,T,2,0,0.25,6
603638267,test_align,Non-Flaky,Traceback Coverage,T,0,0,0.20,5
603638220,test_align,Flaky,Multi-Factor,T,2,0,0.25,5
603455234,test_gold_misaligned,Non-Flaky,Traceback Coverage,T,0,0,0.20,2
603453987,test_gold_misaligned,Non-Flaky,Traceback Coverage,T,0,0,0.25,2
602731422,test_roundtrip_docs_to_json,Non-Flaky,Traceback Coverage,T,0,1,0.25,68
602731422,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0,0.17,81
602717192,test_roundtrip_docs_to_json,Non-Flaky,Traceback Coverage,T,0,1,0.29,68
602717192,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0,0.20,81
602705887,test_roundtrip_docs_to_json,Flaky,Traceback Coverage,F,0,1,0.33,68
602705887,test_issue4402,Non-Flaky,Traceback Coverage,T,0,0,0.25,81
602351439,test_component_decorator_function,Non-Flaky,Traceback Coverage,T,0,0,0.14,8
602351439,test_component_decorator_class,Non-Flaky,Traceback Coverage,T,0,0,0.14,25
602351439,test_component_decorator_assigns,Non-Flaky,Traceback Coverage,T,0,0,0.14,36
602351439,test_component_factories_from_nlp,Non-Flaky,Traceback Coverage,T,0,0,0.14,16
602351398,test_component_decorator_function,Non-Flaky,Multi-Factor,T,1,0,0.17,8
602351398,test_component_decorator_class,Non-Flaky,Multi-Factor,T,1,0,0.17,25
602351398,test_component_decorator_assigns,Non-Flaky,Multi-Factor,T,1,0,0.17,36
602351398,test_component_factories_from_nlp,Non-Flaky,Multi-Factor,T,1,0,0.17,16
602349387,test_component_decorator_function,Non-Flaky,Traceback Coverage,T,0,0,0.20,8
602349387,test_component_decorator_class,Non-Flaky,Traceback Coverage,T,0,0,0.20,25
602349387,test_component_decorator_assigns,Non-Flaky,Traceback Coverage,T,0,0,0.20,36
602349387,test_component_factories_from_nlp,Non-Flaky,Traceback Coverage,T,0,0,0.20,16
602333332,test_component_decorator_function,Flaky,Multi-Factor,U,2,0,0.25,8
602333332,test_component_decorator_class,Non-Flaky,Multi-Factor,U,2,0,0.25,25
602333332,test_component_decorator_assigns,Non-Flaky,Multi-Factor,U,2,0,0.25,36
602333332,test_component_factories_from_nlp,Non-Flaky,Multi-Factor,U,2,0,0.25,16
601376990,test_vocab_prune_vectors,Flaky,Traceback Coverage,F,0,0,0.38,16
601375205,test_vocab_prune_vectors,Non-Flaky,Multi-Factor,F,2,0,0.43,16
596530486,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0,0.17,2
596530486,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.17,2
596530486,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.17,2
596530486,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0,0.17,2
596530486,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0,0.17,7
596530486,test_lb_tokenizer_handles_examples,Non-Flaky,Traceback Coverage,T,0,0,0.17,2
596528045,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0,0.20,2
596528045,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.20,2
596528045,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.20,2
596528045,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0,0.20,2
596528045,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0,0.20,7
596528045,test_lb_tokenizer_handles_long_words,Non-Flaky,Traceback Coverage,T,0,0,0.20,0
596528045,test_lb_tokenizer_handles_examples,Flaky,Traceback Coverage,F,0,0,0.20,2
596521424,test_lb_tokenizer_handles_abbr,Non-Flaky,Traceback Coverage,T,0,0,0.25,2
596521424,test_lb_lex_attrs_norm_exceptions,Flaky,Traceback Coverage,F,0,0,0.25,0
596521424,test_lb_tokenizer_splits_prefix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.25,2
596521424,test_lb_tokenizer_splits_suffix_interact,Non-Flaky,Traceback Coverage,T,0,0,0.25,2
596521424,test_lb_tokenizer_splits_even_wrap_interact,Non-Flaky,Traceback Coverage,T,0,0,0.25,2
596521424,test_lb_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0,0.25,7
596521424,test_lb_tokenizer_handles_long_words,Non-Flaky,Traceback Coverage,T,0,0,0.25,0
596521424,test_lb_tokenizer_handles_examples,Flaky,Traceback Coverage,F,0,0,0.25,2
594858430,test_get_architecture,Non-Flaky,Traceback Coverage,T,0,0,0.20,4
594855566,test_get_architecture,Non-Flaky,Multi-Factor,T,2,0,0.25,4
594548163,test_pretrain_make_docs,Flaky,Traceback Coverage,F,0,0,0.40,31
594548163,test_displacy_rtl,Flaky,Traceback Coverage,F,0,0,0.25,16
594548163,test_roundtrip_docs_to_json,Flaky,Traceback Coverage,F,0,1,0.25,68
594548163,test_lemmatizer_reflects_lookups_changes,Flaky,Traceback Coverage,F,0,0,0.25,23
594548163,test_tagger_warns_no_lemma_lookups,Flaky,Traceback Coverage,F,0,0,0.25,13
594548163,test_empty_doc,Flaky,Traceback Coverage,F,0,0,0.25,2
594548163,test_single_word,Flaky,Traceback Coverage,F,0,0,0.25,4
594548163,test_lookup_lemmatization,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_doc_api_has_vector,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_doc_api_similarity_match,Flaky,Traceback Coverage,F,0,0,0.25,7
594548163,test_pickle_single_doc,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_list_of_docs_pickles_efficiently,Flaky,Traceback Coverage,F,0,1,0.25,11
594548163,test_user_data_from_disk,Flaky,Traceback Coverage,F,0,0,0.25,6
594548163,test_user_data_unpickles,Flaky,Traceback Coverage,F,0,0,0.25,6
594548163,test_hooks_unpickle,Flaky,Traceback Coverage,F,0,0,0.25,8
594548163,test_doc_retokenize_spans_entity_split_iob,Flaky,Traceback Coverage,F,0,0,0.25,12
594548163,test_span_similarity_match,Flaky,Traceback Coverage,F,0,0,0.25,7
594548163,test_doc_token_api_vectors,Flaky,Traceback Coverage,F,0,0,0.25,13
594548163,test_set_pos,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_token0_has_sent_start_true,Flaky,Traceback Coverage,F,0,0,0.25,4
594548163,test_lang_initialize,Flaky,Traceback Coverage,F,0,0,0.50,6
594548163,test_issue768,Flaky,Traceback Coverage,F,0,0,0.25,9
594548163,test_add_label,Flaky,Traceback Coverage,F,0,1,0.22,14
594548163,test_get_oracle_actions,Flaky,Traceback Coverage,F,0,0,0.25,16
594548163,test_accept_blocked_token,Flaky,Traceback Coverage,F,0,0,0.25,40
594548163,test_overwrite_token,Flaky,Traceback Coverage,F,0,0,0.25,18
594548163,test_ruler_before_ner,Flaky,Traceback Coverage,F,0,0,0.40,17
594548163,test_ner_before_ruler,Flaky,Traceback Coverage,F,0,0,0.40,17
594548163,test_block_ner,Flaky,Traceback Coverage,F,0,0,0.25,13
594548163,test_beam_parse,Flaky,Traceback Coverage,F,0,0,0.33,6
594548163,test_sentencizer_across_scripts,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue595,Flaky,Traceback Coverage,F,0,0,0.25,13
594548163,test_issue600,Flaky,Traceback Coverage,F,0,0,0.25,3
594548163,test_issue743,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue850,Flaky,Traceback Coverage,F,0,0,0.33,12
594548163,test_issue850_basic,Flaky,Traceback Coverage,F,0,0,0.33,11
594548163,test_issue1061,Flaky,Traceback Coverage,F,0,0,0.25,16
594548163,test_issue1242,Flaky,Traceback Coverage,F,0,0,0.25,6
594548163,test_issue1250,Flaky,Traceback Coverage,F,0,0,0.25,8
594548163,test_issue1257,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue1375,Flaky,Traceback Coverage,F,0,0,0.25,8
594548163,test_issue1387,Flaky,Traceback Coverage,F,0,0,0.25,11
594548163,test_issue1434,Flaky,Traceback Coverage,F,0,0,0.33,11
594548163,test_issue1450,Flaky,Traceback Coverage,F,0,0,0.33,10
594548163,test_issue1488,Flaky,Traceback Coverage,F,0,1,0.25,18
594548163,test_issue1494,Flaky,Traceback Coverage,F,0,0,0.25,12
594548163,test_issue1506,Flaky,Traceback Coverage,F,0,1,0.25,19
594548163,test_issue1537,Flaky,Traceback Coverage,F,0,0,0.25,21
594548163,test_issue1547,Flaky,Traceback Coverage,F,0,0,0.43,7
594548163,test_issue1654,Flaky,Traceback Coverage,F,0,0,0.25,12
594548163,test_issue1757,Flaky,Traceback Coverage,F,0,0,0.25,10
594548163,test_issue1799,Flaky,Traceback Coverage,F,0,0,0.25,18
594548163,test_issue1834,Flaky,Traceback Coverage,F,0,0,0.25,14
594548163,test_issue1883,Flaky,Traceback Coverage,F,0,0,0.33,7
594548163,test_issue1915,Flaky,Traceback Coverage,F,0,0,0.21,6
594548163,test_issue1945,Flaky,Traceback Coverage,F,0,0,0.33,8
594548163,test_issue2179,Flaky,Traceback Coverage,F,0,0,0.19,11
594548163,test_issue2482,Flaky,Traceback Coverage,F,0,0,0.36,5
594548163,test_issue2564,Flaky,Traceback Coverage,F,0,0,0.33,11
594548163,test_issue2671,Flaky,Traceback Coverage,F,0,0,0.33,20
594548163,test_issue2782,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue2800,Flaky,Traceback Coverage,F,0,2,0.17,17
594548163,test_issue2901,Flaky,Traceback Coverage,F,0,0,0.40,7
594548163,test_issue3002,Flaky,Traceback Coverage,F,0,0,0.25,6
594548163,test_issue3199,Flaky,Traceback Coverage,F,0,0,0.25,7
594548163,test_issue3209,Flaky,Traceback Coverage,F,0,0,0.22,15
594548163,test_issue3248_1,Flaky,Traceback Coverage,F,0,0,0.25,7
594548163,test_issue3248_2,Flaky,Traceback Coverage,F,0,0,0.40,8
594548163,test_issue3289,Flaky,Traceback Coverage,F,0,0,0.30,8
594548163,test_issue3345,Flaky,Traceback Coverage,F,0,0,0.50,81
594548163,test_issue3410,Flaky,Traceback Coverage,F,0,0,0.25,12
594548163,test_issue3456,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue3468,Flaky,Traceback Coverage,F,0,0,0.25,13
594548163,test_issue3531,Flaky,Traceback Coverage,F,0,0,0.25,26
594548163,test_issue3611,Flaky,Traceback Coverage,F,0,1,0.40,37
594548163,test_issue3625,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue3803,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue3869,Flaky,Traceback Coverage,F,0,0,0.25,7
594548163,test_issue3880,Flaky,Traceback Coverage,F,0,0,0.25,14
594548163,test_issue3959,Flaky,Traceback Coverage,F,0,0,0.25,16
594548163,test_issue4030,Flaky,Traceback Coverage,F,0,1,0.33,41
594548163,test_issue4042,Flaky,Traceback Coverage,F,0,0,0.50,25
594548163,test_issue4042_bug2,Flaky,Traceback Coverage,F,0,0,0.25,31
594548163,test_issue4190,Flaky,Traceback Coverage,F,0,0,0.22,17
594548163,test_issue4267,Flaky,Traceback Coverage,F,0,0,0.25,24
594548163,test_issue4272,Flaky,Traceback Coverage,F,0,0,0.25,5
594548163,test_issue4313,Flaky,Traceback Coverage,F,0,0,0.25,24
594548163,test_issue4348,Flaky,Traceback Coverage,F,0,1,0.25,12
594548163,test_serialize_doc_bin,Flaky,Traceback Coverage,F,0,0,0.33,10
594548163,test_serialize_language_meta_disk,Flaky,Traceback Coverage,F,0,0,0.43,5
594548163,test_serialize_with_custom_tokenizer,Flaky,Traceback Coverage,F,0,0,0.25,18
594548163,test_serialize_language_exclude,Flaky,Traceback Coverage,F,0,0,0.40,13
594548163,test_tokenizer_add_special_case_tag,Flaky,Traceback Coverage,F,0,0,0.25,8
594548161,test_pretrain_make_docs,Non-Flaky,Multi-Factor,T,3,0,0.33,31
594548161,test_displacy_rtl,Non-Flaky,Multi-Factor,T,3,0,0.20,16
594548161,test_roundtrip_docs_to_json,Non-Flaky,Multi-Factor,T,3,1,0.20,68
594548161,test_lemmatizer_reflects_lookups_changes,Non-Flaky,Multi-Factor,T,3,0,0.20,23
594548161,test_tagger_warns_no_lemma_lookups,Non-Flaky,Multi-Factor,T,3,0,0.20,13
594548161,test_empty_doc,Flaky,Multi-Factor,T,3,0,0.20,2
594548161,test_single_word,Non-Flaky,Multi-Factor,T,3,0,0.20,4
